No.,Audited, Net Size (m) ,Water Body Abv.,Water Body,Collection Date,Process Date,Sample Time, Depth (m) , Count ,Station,Sample Label,Sample Type,Sample No., Length (mm) ,Gender,Comments
8477,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,216, 9.920 ,J,
8478,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,217, 13.385 ,M1,
8479,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,218, 14.197 ,M1,
8480,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,219, 12.534 ,U,
8481,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,220, 16.241 ,F1,F1 => F2
8482,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,221, 13.516 ,F1,
8483,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,222, 13.654 ,U,
8484,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,223, 12.459 ,U,
8485,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,224, 13.211 ,U,
8486,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,225, 8.528 ,J,
8487,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,226, 13.246 ,U,
8488,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,227, 12.957 ,M1,
8489,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,228, 14.692 ,M1,
8490,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,229, 15.762 ,M1,
8491,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,230, 13.682 ,M1,
8492,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,231, 11.954 ,U,
8493,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,232, 10.173 ,U,
8494,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,233, 9.899 ,J,
8495,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,234, 9.529 ,J,
8496,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,235, 14.130 ,M1,
8497,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,236, 9.353 ,J,
8498,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,237, 15.684 ,M1,
8499,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,238, 13.623 ,M1,
8500,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,239, 8.157 ,J,
8501,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,240, 14.794 ,U,
8502,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,241, 12.887 ,F1,
8503,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,242, 13.735 ,M1,
8504,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,243, 8.414 ,J,
8505,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,244, 11.495 ,U,
8506,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,245, 8.521 ,J,
8507,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,246, 11.210 ,M1,
8508,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,247, 10.249 ,U,
8509,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,248, 10.968 ,U,
8510,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,249, 10.998 ,U,
8511,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,250, 13.052 ,U,
8512,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,251, 10.021 ,U,
8513,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,252, 10.754 ,U,
8514,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,253, 10.240 ,U,
8515,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,254, 12.544 ,U,
8516,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,255, 13.092 ,U,
8517,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,256, 11.827 ,U,
8518,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,257, 12.800 ,U,
8519,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,258, 10.720 ,U,
8520,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,259, 14.144 ,U,
8521,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,260, 14.422 ,U,
8522,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,261, 14.465 ,U,
8523,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,262, 11.186 ,U,
8524,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,263, 16.139 ,M1,
8525,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,264, 8.777 ,J,
8526,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,265, 13.882 ,F1,
8527,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,266, 8.410 ,J,
8528,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,267, 11.220 ,U,
8529,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,268, 12.609 ,U,
8530,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,269, 13.774 ,U,
8531,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,270, 14.812 ,F1,
8532,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,271, 11.374 ,U,
8533,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,272, 15.753 ,F1,
8534,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,273, 9.373 ,J,
8535,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,274, 9.180 ,J,
8536,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,275, 9.833 ,M1,
8537,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,276, 8.593 ,J,
8538,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,277, 10.118 ,U,
8539,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,278, 12.165 ,U,
8540,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,279, 10.859 ,U,
8541,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,280, 14.389 ,M1,
8542,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,281, 12.155 ,M1,
8543,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,282, 8.537 ,J,
8544,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,283, 10.025 ,U,
8545,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,284, 11.577 ,U,
8546,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,285, 13.219 ,M1,
8547,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,286, 9.591 ,J,
8548,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,287, 10.802 ,U,
8549,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,288, 16.334 ,F1,
8550,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,289, 15.670 ,F1,
8551,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,290, 11.060 ,U,
8552,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,291, 15.714 ,F1,
8553,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,292, 9.415 ,J,
8554,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,293, 14.719 ,M1,
8555,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,294, 10.308 ,F1,
8556,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,295, 12.743 ,F1,
8557,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,296, 10.368 ,U,
8558,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,297, 10.606 ,M1,
8559,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,298, 12.557 ,M1,
8560,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,299, 12.472 ,U,
8561,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,300, 10.612 ,M1,
8562,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,301, 10.564 ,U,
8563,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,302, 13.020 ,M1,
8564,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,303, 6.784 ,J,
8565,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,304, 10.671 ,U,
8566,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,305, 9.117 ,J,
8567,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,306, 14.749 ,F1,
8568,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,307, 11.261 ,M1,
8569,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,308, 9.794 ,J,
8570,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,309, 10.895 ,M1,
8571,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,310, 14.154 ,U,
8572,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,311, 13.230 ,M1,
8573,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,312, 8.385 ,J,
8574,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,313, 9.084 ,J,
8575,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,314, 13.541 ,M1,
8576,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,315, 11.957 ,U,
8577,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,316, 12.245 ,U,
8578,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,317, 8.345 ,J,
8579,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,318, 9.266 ,J,
8580,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,319, 13.967 ,F1,
8581,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,320, 12.958 ,U,
8582,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,321, 12.877 ,U,
8583,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,322, 13.060 ,U,
8584,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,323, 12.766 ,M1,
8585,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,324, 10.139 ,U,
8586,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,325, 16.912 ,F1,
8587,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,326, 11.872 ,U,
8588,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,327, 8.525 ,J,
8589,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,328, 15.792 ,F1,
8590,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,329, 11.821 ,U,
8591,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,330, 11.276 ,U,
8592,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,331, 11.982 ,U,
8593,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,332, 14.808 ,M1,
8594,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,333, 15.772 ,F1,
8595,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,334, 11.315 ,M1,
8596,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,335, 12.546 ,U,
8597,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,336, 9.254 ,J,
8598,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,337, 15.364 ,M1,
8599,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,338, 8.910 ,J,
8600,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,339, 12.220 ,U,
8601,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,340, 9.662 ,J,
8602,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,341, 11.763 ,U,
8603,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,342, 11.761 ,U,
8604,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,343, 11.406 ,U,
8605,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,344, 10.641 ,U,
8606,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,345, 13.355 ,M1,Spidery chromatophores
8607,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,346, 11.845 ,U,
8608,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,347, 15.887 ,M1,
8609,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,348, 15.788 ,M1,
8610,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,349, 14.611 ,M1,
8611,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,350, 9.174 ,J,
8612,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,351, 11.627 ,U,
8613,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,352, 13.056 ,U,
8614,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,353, 12.230 ,U,
8615,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,354, 9.690 ,J,
8616,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,355, 9.832 ,J,
8617,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,356, 13.695 ,M1,
8618,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,357, 14.334 ,F1,
8619,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,358, 10.826 ,U,
8620,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,359, 12.377 ,U,
8621,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,360, 9.404 ,J,
8622,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,361, 10.131 ,U,
8623,Yes, 1.0 ,DIL,Dillon Reservoir,"September 20, 2014","October 5, 2014",22:21, 15.0 , 506 ,DIL-3,DIL_MYS_092014-016,PF,362, 9.965 ,J,
